target,RFC,MLP,SVC,LinearSVC,NuSVC,SGD,LR,KNC,LSTM,BERT
business analyst,business analyst,business analyst,business analyst,business analyst,business analyst,business analyst,business analyst,business analyst,business analyst,business analyst
sale,sale,healthcare,healthcare,healthcare,healthcare,healthcare,healthcare,fitness,sale,fitness
web developer,web developer,web developer,web developer,web developer,web developer,web developer,web developer,web developer,web developer,web developer
apparel,apparel,apparel,apparel,apparel,apparel,apparel,apparel,apparel,apparel,informationtechnology
robotic engineer,robotic engineer,robotic engineer,robotic engineer,robotic engineer,robotic engineer,robotic engineer,robotic engineer,robotic engineer,robotic engineer,robotic engineer
robotic engineer,robotic engineer,robotic engineer,robotic engineer,robotic engineer,robotic engineer,robotic engineer,robotic engineer,robotic engineer,robotic engineer,robotic engineer
engineering,engineering,advocate,agriculture,chef,agriculture,chef,agriculture,accountant,engineering,engineering
research scientist,research scientist,research scientist,research scientist,research scientist,research scientist,research scientist,research scientist,research scientist,research scientist,research scientist
journalist,journalist,journalist,journalist,journalist,journalist,journalist,journalist,journalist,journalist,journalist
lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer
banking,banking,banking,banking,banking,banking,banking,banking,banking,banking,banking
testing,testing,testing,testing,testing,testing,testing,testing,testing,testing,testing
electrician,electrician,electrician,electrician,electrician,electrician,electrician,electrician,electrician,electrician,electrician
python developer,python developer,python developer,python developer,python developer,python developer,python developer,python developer,python developer,python developer,python developer
biomedical engineer,biomedical engineer,biomedical engineer,biomedical engineer,biomedical engineer,biomedical engineer,biomedical engineer,biomedical engineer,biomedical engineer,biomedical engineer,biomedical engineer
businessdevelopment,businessdevelopment,businessdevelopment,businessdevelopment,businessdevelopment,businessdevelopment,businessdevelopment,businessdevelopment,businessdevelopment,businessdevelopment,businessdevelopment
fitness,fitness,fitness,fitness,fitness,fitness,fitness,fitness,fitness,fitness,fitness
environmental scientist,environmental scientist,environmental scientist,environmental scientist,environmental scientist,environmental scientist,environmental scientist,environmental scientist,environmental scientist,environmental scientist,environmental scientist
creative director,creative director,creative director,creative director,creative director,creative director,creative director,creative director,creative director,creative director,creative director
lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer,lawyer
aviation,aviation,aviation,aviation,aviation,aviation,aviation,aviation,aviation,aviation,aviation
construction,construction,construction,construction,construction,construction,construction,construction,sale,construction,construction
operation manager,operation manager,operation manager,operation manager,operation manager,operation manager,operation manager,operation manager,operation manager,operation manager,operation manager
businessdevelopment,businessdevelopment,digitalmedia,businessdevelopment,businessdevelopment,businessdevelopment,businessdevelopment,businessdevelopment,businessdevelopment,businessdevelopment,businessdevelopment
graphic designer,graphic designer,graphic designer,graphic designer,graphic designer,graphic designer,graphic designer,graphic designer,graphic designer,graphic designer,graphic designer
content writer,content writer,content writer,content writer,content writer,content writer,content writer,content writer,content writer,content writer,content writer
frontend developer,frontend developer,frontend developer,frontend developer,frontend developer,frontend developer,frontend developer,frontend developer,frontend developer,frontend developer,frontend developer
content writer,content writer,content writer,content writer,content writer,content writer,content writer,content writer,content writer,content writer,content writer
network security engineer,network security engineer,network security engineer,network security engineer,network security engineer,network security engineer,network security engineer,network security engineer,network security engineer,network security engineer,network security engineer
physician,physician,physician,physician,physician,physician,physician,physician,physician,physician,physician
mechanical engineer,mechanical engineer,mechanical engineer,mechanical engineer,mechanical engineer,mechanical engineer,mechanical engineer,mechanical engineer,mechanical engineer,mechanical engineer,mechanical engineer
publicrelation,publicrelation,publicrelation,publicrelation,publicrelation,publicrelation,publicrelation,publicrelation,publicrelation,publicrelation,publicrelation
ai researcher,ai researcher,ai researcher,ai researcher,ai researcher,ai researcher,ai researcher,ai researcher,ai researcher,ai researcher,ai researcher
customer service representative,customer service representative,customer service representative,customer service representative,customer service representative,customer service representative,customer service representative,customer service representative,customer service representative,customer service representative,customer service representative
fitness,fitness,fitness,fitness,fitness,fitness,fitness,fitness,fitness,fitness,fitness
database,database,database,database,database,database,database,database,database,database,database
electrical engineering,electrical engineering,electrical engineering,electrical engineering,electrical engineering,electrical engineering,electrical engineering,electrical engineering,electrical engineering,electrical engineering,electrical engineering
software engineer,software engineer,software engineer,software engineer,software engineer,software engineer,software engineer,software engineer,software engineer,software engineer,software engineer
data scientist,data scientist,data scientist,data scientist,data scientist,data scientist,data scientist,data scientist,data scientist,data scientist,data scientist
cloud architect,cloud architect,cloud architect,cloud architect,cloud architect,cloud architect,cloud architect,cloud architect,cloud architect,cloud architect,cloud architect
